City,Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Mumbai,12-02-2023,117,279.8,50,24,72.3,38.9,2.19,99.5,78.1,1.38,19.12,6.9,160.4,Good
Chennai,12-02-2023,243.7,447.8,42.2,144.4,105.2,18.7,5.88,65.1,175.3,18.39,19.05,3.17,395.3,Satisfactory
Kolkata,12-02-2023,98.8,9.3,5,128.5,172.8,25.2,3.54,43.4,38.5,17.64,20.42,1.52,77,Severe
Bangalore,12-02-2023,350.8,58.4,133,64.8,15.1,29,0.11,63.4,109.1,16.1,16.28,2.31,100.2,Poor
Delhi,13-02-2023,143.7,70.1,117.9,32.2,170.5,30.3,6.28,57.8,54.7,18.1,12.69,4.67,451.5,Very Poor
Mumbai,13-02-2023,76.4,559.4,118.1,33.7,135.2,34.7,4.64,21.7,169.5,5.21,22.49,7.27,199.8,Good
Chennai,13-02-2023,207.1,39.4,24,89.3,248.5,4.7,3.63,16.4,116.1,1.93,3.66,9.37,148.1,Good
Kolkata,13-02-2023,250.7,164,90.7,6.7,113.1,9,0.26,58.9,142.4,17.75,19.87,3.75,420.9,Satisfactory
Bangalore,13-02-2023,285.1,554.7,31.9,90.4,19.7,3.8,0.35,74.3,126.3,15.41,9.26,9.49,192.2,Moderate
Delhi,14-02-2023,84.6,399.6,192.4,130,227.6,36.4,8.67,59.7,30.3,7.75,20.32,4.57,283.3,Good
Mumbai,14-02-2023,464.5,562,50.4,24.4,95.9,1.6,6.58,36.7,114.5,3.52,29.39,6.91,14.5,Good
Chennai,14-02-2023,18.7,568.8,142.6,69.3,223,9.7,3.69,90,87.2,5.4,11.12,5.58,454.9,Good
Kolkata,14-02-2023,97.8,502.9,31.3,20.5,15,31.2,5.52,78.5,101.9,15.32,16.91,9.16,457.6,Severe
Bangalore,14-02-2023,463.1,399.7,156.1,3.6,230.3,19.6,1.51,98.2,113.2,3.98,15.29,2.19,355.5,Good
Delhi,15-02-2023,268.8,440.7,27.3,35.6,175,25.3,1.51,73.8,132.8,11.23,2.61,7.05,413.3,Satisfactory
Mumbai,15-02-2023,212,500.2,192.5,72.1,44.4,19.5,0.87,68.2,109.8,7.18,10.45,0.89,339.4,Poor
Chennai,15-02-2023,483,0.4,113.2,142.4,129.9,0,9.52,86.8,35.9,3.48,6.43,3.1,476.9,Good
Kolkata,15-02-2023,465.6,364.7,10,77.6,142,1.6,2.81,98.9,157.9,16.51,27.46,5.29,495.5,Good
Bangalore,15-02-2023,112.8,104.8,60.5,109.1,112.5,14.7,2.94,9.6,64.9,0.18,8.31,3.33,195.5,Poor
Delhi,16-02-2023,465.6,235.2,162.2,15.1,102.5,11.7,0.61,56.9,174.4,15.47,18.5,9.98,87.7,Very Poor
Mumbai,16-02-2023,41.4,140.1,30.6,24.1,14.8,19.2,7.45,82.2,124.1,2.74,12.51,9.49,50.7,Severe
Chennai,16-02-2023,169.5,50.4,68.4,99.3,168.9,32.4,6.53,80.6,70.2,10.3,5.98,0.13,412.8,Severe
Kolkata,16-02-2023,300.3,421.4,164.1,40,189.8,36.2,2.38,18.7,89.4,15.94,15.17,9.56,251,Poor
Bangalore,16-02-2023,430.1,36.1,37.5,45.5,35.6,45.7,3.72,55.9,23.9,2.45,1.28,9.64,369.1,Severe
Delhi,17-02-2023,385.4,581.1,157.1,81.2,2.8,34.1,6.05,71.8,39,11.23,3.48,5.08,427,Severe
Mumbai,17-02-2023,485.1,327.6,9,116.6,123.6,38.1,5.88,14.7,189.2,1.89,26.33,0.21,406,Poor
Chennai,17-02-2023,52.8,552.3,117.9,50.3,84.9,30.8,2.81,64.5,71.7,5.72,26.76,4.94,368,Good
Kolkata,17-02-2023,429.1,227.1,83.4,73,173.5,30.6,3.71,93.6,35.2,14.92,24.29,8.44,298.3,Satisfactory
Bangalore,17-02-2023,104.5,486.6,25,47.7,241.3,12.8,0.89,59.9,198.3,19.43,29.29,1.79,248.9,Severe
Delhi,18-02-2023,465.7,303.5,63.4,35.2,153,26.7,7.91,93.3,6.5,0.42,29.67,4.82,325.5,Poor
Mumbai,18-02-2023,436.2,146.5,40.8,145.8,4.9,14.9,3.37,45.3,0.1,7.28,24.37,5.42,365,Severe
Chennai,18-02-2023,15.3,527.6,72.6,25.4,236.3,1.8,1.37,16.2,76.7,19.8,23.67,0.4,339.8,Very Poor
Kolkata,18-02-2023,461.9,449.7,92.1,100.2,97.7,33.2,9.07,15.1,87.8,13.06,13.42,1.16,249,Satisfactory
Bangalore,18-02-2023,342.3,6.3,116.8,31.4,56.3,3.8,0.52,80.9,126,2.42,1.76,1.09,121,Severe
Delhi,19-02-2023,236.6,196.8,97.7,124,24.7,2,8.36,0.2,137.7,17.69,9.39,9.07,72.3,Poor
Mumbai,19-02-2023,84.7,354,104.2,78.8,81.4,13.1,4.55,77.4,55.8,7.35,22.44,0.86,305,Satisfactory
Chennai,19-02-2023,442.7,508,133.5,57.3,82.8,33.2,3.26,7.1,63,1.44,15.45,9.15,28.6,Severe
Kolkata,19-02-2023,118,518.9,22.9,94.7,185.6,38.1,2.88,77.5,53.7,1.53,5.52,2.4,352,Moderate
Bangalore,19-02-2023,494.7,165.8,185,94.5,31.5,11.3,8.97,56.2,99.9,17.01,17.6,3.26,354.7,Very Poor
Delhi,20-02-2023,460.4,306.5,192.4,6.3,163,31.2,0.57,51.8,49.6,15.93,27.85,4.07,177,Satisfactory
Mumbai,20-02-2023,305.8,471.2,15,28.9,43.8,46.8,2.17,52.3,115.7,15.39,12.75,3.84,392.7,Poor
Chennai,20-02-2023,334.1,126,74.2,74.4,111.3,44.2,5.49,57.1,141.6,8.76,21.6,4.17,453.4,Severe
Kolkata,20-02-2023,69.5,38.9,99.6,35.7,241.9,24.2,0.59,2,191.5,5.2,11.74,7.22,470.1,Satisfactory
Bangalore,20-02-2023,384.1,478.6,12.1,50.6,36.4,30.3,5.98,50.5,65.8,9.26,14.84,3.04,147,Satisfactory
Delhi,21-02-2023,465.2,45.6,155.2,131.9,96,4.9,2.49,55,82.2,8.55,29.17,2.18,137.2,Good
Mumbai,21-02-2023,9.8,509.9,4.8,40,192.8,14.7,5.38,95.6,78.9,4.28,7.09,9.42,432.9,Very Poor
Chennai,21-02-2023,119.2,204.3,32.8,36.5,56.9,28.9,6.9,56.5,142.6,12.14,15.89,5.53,252.6,Moderate
Kolkata,21-02-2023,335.8,410.5,99.1,61.6,160.8,44,2.42,76.7,33.7,18.63,16.37,3.2,249.3,Satisfactory
Bangalore,21-02-2023,480.5,326.7,120,26.5,99.8,32,4.27,35.7,188.9,19.13,10.8,0.06,349.2,Moderate
Delhi,22-02-2023,161.1,100.4,31.5,43.6,237,3.6,1.56,75.2,22.2,12.42,1.14,1.97,459.3,Good
Mumbai,22-02-2023,488.4,429.7,127.7,82.1,225,26.4,0.67,37.7,1,12.85,7.86,1.64,261.2,Poor
Chennai,22-02-2023,358.8,34.3,141.3,43.9,70.5,26.9,6.04,21.9,147.9,8.15,6.01,0.84,238.1,Very Poor
Kolkata,22-02-2023,162,108.9,42.1,126,224.2,19.2,5.92,59.2,1.7,18.58,14.28,7.73,272.3,Moderate
Bangalore,22-02-2023,326.5,411.7,28.6,58.5,190.8,6.7,0.23,23.9,9.5,15.57,3.84,7.53,386.9,Satisfactory
Delhi,23-02-2023,179.9,537.3,192.9,70.8,176.1,0.1,8.15,71.3,134.7,7.23,9.58,6.8,112.7,Satisfactory
Mumbai,23-02-2023,203.8,70.6,5.3,147.9,108.3,4,5.97,78.4,163.3,5.36,18.6,3.96,200.9,Poor
Chennai,23-02-2023,454.3,37.8,114,95.4,36.1,40.8,0.03,26.5,1.9,2.46,23.95,2.86,324.6,Very Poor
Kolkata,23-02-2023,371.8,471,115.6,39.7,236.8,21.8,4.9,36,106.8,12.59,7.59,0.37,316.1,Severe
Bangalore,23-02-2023,332.3,196.2,56.4,140.6,141.7,45.1,0.3,40.3,162,4.42,12.3,0.26,131.8,Good
Delhi,24-02-2023,487.1,574.2,142,69.1,137,14.8,4.36,5.2,171.5,14.06,11.88,0.64,303.2,Satisfactory
Mumbai,24-02-2023,254.9,290.3,96.7,74,113.2,26.7,0.83,59.3,181.6,11.52,0.14,6.63,495.5,Moderate
Chennai,24-02-2023,70.7,213.1,59.3,107.4,13.9,12.2,2,61,162.3,2.86,29.07,9.57,308.2,Very Poor
Kolkata,24-02-2023,307,500.4,161.9,139.7,160,4.5,2.6,9.7,4.6,8.28,1.67,7.5,401.3,Satisfactory
Bangalore,24-02-2023,118,46.4,71.9,128.6,186.1,38.5,8.89,50.9,53.9,13.88,27.16,3.6,138.3,Poor
Delhi,25-02-2023,380.6,173,0.3,56.1,71.3,23.4,1.99,2.3,139.6,8.6,2.46,2.19,430.4,Moderate
Mumbai,25-02-2023,90.6,214.1,3.3,43.7,194.5,42.5,2.77,21.2,74.8,9.59,26.21,8.19,139.6,Good
Chennai,25-02-2023,2.2,17.9,80.9,75.6,165.1,18.7,4.78,58.9,124,2.15,16.34,6.71,153.6,Moderate
Kolkata,25-02-2023,270.9,98.4,109.7,64.5,65.1,38.3,0.42,83.8,74.5,2.32,24.84,8.62,481.6,Satisfactory
Bangalore,25-02-2023,261.9,396.6,87.6,44.6,201.9,14.1,3.96,81.1,15.1,9.41,9.41,9.86,186.3,Satisfactory
Delhi,26-02-2023,142.1,435.9,17.1,65.4,112.1,3.7,5.97,41.6,117.9,11.09,2.34,8.42,218.1,Severe
Mumbai,26-02-2023,351.8,316.3,20.7,57,190.3,12.7,7.37,15.4,199,18.28,3.75,5.46,319.6,Severe
Chennai,26-02-2023,399.2,384,28.5,24.4,35.8,46,1.21,50.3,45.1,0.8,12.76,4.08,271.3,Severe
Kolkata,26-02-2023,149.5,242.9,80,145.9,17.9,19.4,4.41,8.2,127.2,12.93,28.04,0.96,90.1,Satisfactory
Bangalore,26-02-2023,480.7,324.2,54.9,59.9,21.9,13.8,7.84,44.8,42.5,15.77,3.84,0.32,325.3,Moderate
Delhi,27-02-2023,271.8,192.5,81,19.2,29.6,30.2,1.38,43.9,57.4,9.37,28.29,0.35,400.4,Very Poor
Mumbai,27-02-2023,28.7,330.6,47.4,76.4,189.8,36.9,6.82,74.2,29,9.89,20.04,5.28,106.5,Severe
Chennai,27-02-2023,124.4,356.8,19.9,110.3,145.1,39.1,4.97,25.5,19,16.45,23.17,8.64,465.5,Satisfactory
Kolkata,27-02-2023,289.8,13.7,19,24.7,57.4,31.8,6.6,41.8,77.4,19.57,1.55,7.21,232.8,Poor
Bangalore,27-02-2023,102.8,406.1,33.6,139.3,100,46.4,8.79,88.4,50.6,3.18,7.91,3.68,471.5,Moderate
Delhi,28-02-2023,6.7,558.6,145.6,99.2,237.5,25.1,4.46,90.2,181.9,3.52,0.79,5.8,434.1,Poor
Mumbai,28-02-2023,71.4,385.7,105.7,2.6,23,19.1,4.48,72.5,35.8,16.62,9.04,9.37,128.6,Good
Chennai,28-02-2023,419.9,529.7,120.4,115.5,30,19.8,7.33,97.2,141.2,11.6,15.64,0.27,315.8,Satisfactory
Kolkata,28-02-2023,386.9,508,111.1,25.1,220.9,16.1,7.97,40.3,102.7,3.84,13.61,1.61,294.9,Moderate
Bangalore,28-02-2023,271.9,329.3,14.3,30.9,124,39.1,7.1,14.4,24,1.42,12.07,0.99,176.6,Good
Delhi,01-03-2023,113.4,389.1,122.6,124.1,42.3,1.2,9.14,54.2,7.9,18.16,20.33,5.49,74.7,Severe
Mumbai,01-03-2023,486,173.1,99.7,81.5,116.6,0.4,6.86,67.4,64.3,1.95,28.9,9.29,143.2,Very Poor
Chennai,01-03-2023,188,468,54.5,121,112.7,6.7,3.37,19.6,69.4,19.76,7.41,1.35,343,Satisfactory
Kolkata,01-03-2023,399.6,236.1,162.1,51.2,211.7,8.4,0.38,0.4,65.9,7.33,1.15,2.75,152.8,Poor
Bangalore,01-03-2023,119.1,421.5,190.1,135.6,165.8,12.6,3.05,74,145.8,6.8,9.25,1.95,200.6,Moderate
Delhi,02-03-2023,17.6,362.7,38.9,136.5,240.1,22.1,3.42,27.7,112.3,1.46,2.22,9.34,474.1,Moderate
Mumbai,02-03-2023,310.6,285.8,59.6,46.8,184.1,27.6,8.58,44.8,36.1,7.17,14.33,4.53,360.9,Moderate
Chennai,02-03-2023,14.4,206.3,130,18.1,84.6,36.4,8.96,43.6,3.5,15.76,1.94,4.34,352.9,Satisfactory
Kolkata,02-03-2023,110.5,577.9,72.7,108.7,28.6,34.6,8.03,57.4,111.2,5.09,15.07,4.63,496.3,Satisfactory
Bangalore,02-03-2023,493.8,31.5,31.6,43.6,93.7,32,4.7,41.1,121.6,14.49,2.31,6.6,246.2,Good
Delhi,03-03-2023,285.5,299.7,93.6,23.6,168.5,27.8,4.52,67.9,123.6,8.79,17.03,5.62,207.2,Very Poor
Mumbai,03-03-2023,372.2,153.8,199.7,34.1,79.7,20.5,5.71,12.4,29.5,10.07,7.88,9.04,67.6,Satisfactory
Chennai,03-03-2023,57.5,182.9,25.9,133.3,164.4,8.3,7.76,33.6,177.2,15.9,16.09,3.58,464.3,Severe
Kolkata,03-03-2023,23.1,126.9,47.3,117.9,146.1,7.1,2.71,13.6,22.2,1.97,16.24,7.86,223.1,Very Poor
Bangalore,03-03-2023,73.1,251.5,118.9,26.4,247.8,3.2,5.1,52.3,82.1,18,12,2.94,466.9,Poor
Delhi,04-03-2023,493.3,448.8,8.5,74.7,81.1,41,0.6,94.9,55.3,18.17,0.19,2.61,493.1,Severe
Mumbai,04-03-2023,167.4,212.9,143,64,228,0.2,5.7,76.4,50.5,15.89,26.82,6.97,209.1,Very Poor
Chennai,04-03-2023,225.8,0.9,16.2,87.7,220.2,47.7,8.8,17.8,79.9,3.06,16.21,2.3,239.7,Poor
Kolkata,04-03-2023,172.7,270.4,154.9,55,222.7,24.6,5.04,8.4,85.6,8.28,12.11,1.49,479.5,Very Poor
Bangalore,04-03-2023,60.2,147,179.8,103.2,180.3,18.7,4.52,21.5,72.3,5.6,0.93,3.06,261,Very Poor
Delhi,05-03-2023,32.7,598,67.9,106.7,112.8,18.7,3.84,83.8,83.4,3.86,29.98,1.02,244.7,Poor
Mumbai,05-03-2023,304.8,548.6,137.1,62.7,167.3,46.9,8.4,34.8,159.3,7.73,23.84,7.54,147.3,Very Poor
Chennai,05-03-2023,37.9,587.8,81.5,92.7,101.4,47.1,0.01,26.8,36.1,12.86,9.89,6.14,445.6,Satisfactory
Kolkata,05-03-2023,105.8,41.7,50.6,12.4,218,41.7,6.54,41.5,17.3,11.08,15.78,2.15,478.8,Severe
Bangalore,05-03-2023,198.1,594.7,159.9,130.5,104.3,6.2,4.02,15.5,150.2,8.88,11.92,9.56,142.4,Satisfactory
Delhi,06-03-2023,180.2,118.9,90.8,36.1,180.8,2.6,4.94,39.2,70.1,16.02,7.18,3.44,55.8,Poor
Mumbai,06-03-2023,112.9,362.4,169.1,136.2,245.5,42.8,0.58,44.3,71.6,10.02,7.33,3.7,124.3,Moderate
Chennai,06-03-2023,177.9,80,4.4,32.1,116.8,5.4,6.75,77.6,179.2,12.83,5.87,8.75,7.4,Good
Kolkata,06-03-2023,151,117.5,9.4,108.8,44.2,46.2,1.67,58,196.4,13.09,9.63,5.47,232.8,Satisfactory
Bangalore,06-03-2023,325.1,249.8,21.4,88.9,82.1,24.5,1.68,7,110,14.26,23.13,4.59,160.1,Poor
Delhi,07-03-2023,28.2,94.4,17.9,54.3,54.9,24.1,1.48,67.3,43.4,19.78,0.2,3.17,459,Poor
Mumbai,07-03-2023,401.3,564.9,90.4,145.2,66.1,29.6,2.48,58.9,79.4,9.49,4.14,0.39,260.1,Satisfactory
Chennai,07-03-2023,412.9,584.1,188.5,144.4,125.6,36.3,2.13,70.1,85,9.89,15.64,0.64,381.7,Satisfactory
Kolkata,07-03-2023,463.7,524.2,168.4,53.5,7.8,32.2,7.84,5.8,152.6,0.8,17.28,0.06,358.3,Poor
Bangalore,07-03-2023,491.5,528.6,124.4,16.7,95.4,26.4,6.26,9.3,34.9,2.37,22.11,5.78,61,Satisfactory
Delhi,08-03-2023,152.9,257.8,109.2,105.5,127.1,37.2,4.28,77.5,126,14.51,17.66,8.86,374.1,Satisfactory
Mumbai,08-03-2023,396.3,364.1,30.6,6.3,125.3,34.2,7.89,85.7,197.5,3.56,27.31,2.6,363,Poor
Chennai,08-03-2023,244.5,75.8,163.4,45.4,160.9,43.6,8.59,59.7,46.8,15.85,21.36,4.45,234.5,Very Poor
Kolkata,08-03-2023,437.8,4.1,40.4,98.5,26.5,4.3,4.56,32.1,187.4,3.68,27.94,2.94,25.9,Very Poor
Bangalore,08-03-2023,291.8,402.1,191.9,28.9,201.8,0.1,5.75,54.5,130.8,0.02,27.85,7.45,156.2,Very Poor
Delhi,09-03-2023,142.4,233.8,1.9,41.6,72,19.8,6.36,43.4,6.6,7.69,26.34,6.61,26.5,Moderate
Mumbai,09-03-2023,178.7,102.9,85.6,144.7,197.6,6.2,3.64,41,134.4,7.42,14.8,2.22,390.6,Severe
Chennai,09-03-2023,354.5,15.6,25.1,87,7.9,23.2,5.02,80,152.5,1.75,1.26,7.33,109.1,Very Poor
Kolkata,09-03-2023,406.2,423.8,65,59.3,172.4,30.4,8.31,29.1,126.9,11.87,1.89,6.45,463.2,Poor
Bangalore,09-03-2023,13.2,433.8,8,47.8,62.1,4.2,2.29,99.9,94.8,9.12,14.45,4.51,72.3,Satisfactory
Delhi,10-03-2023,328,315.9,113.7,144.2,159.2,11,0.39,0.5,58.8,14.7,17.92,2.52,302.8,Poor
Mumbai,10-03-2023,343.8,537.4,182.2,97.4,78.5,18.8,3.14,44.8,190.5,7.77,3.59,0.19,366.4,Good
Chennai,10-03-2023,37.8,11.7,59.8,135.4,67.8,12.1,8.86,20.8,187.7,12.11,12.73,6.09,488.9,Severe
Kolkata,10-03-2023,436.1,163.1,105.7,124.5,30.3,11.5,2.81,48.4,68.8,8.8,29.5,3.98,447.3,Severe
Bangalore,10-03-2023,306.5,374.8,100,78.6,158.5,10.6,2.9,56.8,126.9,3.36,6.57,8.35,461.9,Poor
Delhi,11-03-2023,289.3,549.7,67.7,38,86,8.7,8.96,75.4,193.7,8.3,5.79,3.43,107.1,Poor
Mumbai,11-03-2023,285,481.2,72.9,56.6,68.6,37.8,2.78,92.8,5,0.86,9.93,8.06,149.6,Poor
Chennai,11-03-2023,351,543.4,99.7,143.8,1.5,14,1.46,51.6,42.8,9.86,7.66,7.19,196,Good
Kolkata,11-03-2023,272.8,514.4,188.1,2.4,215.5,1.5,8.03,78.8,8.5,7.88,13.44,3.43,366.7,Good
Bangalore,11-03-2023,366.2,502,23.1,73.8,61,50,6.47,91.2,37,7.49,16.57,4.38,122.2,Moderate
Delhi,12-03-2023,117.6,475.6,19.2,126.3,247.8,30.5,8.71,16.8,64.9,19.55,16.85,5.07,457.5,Moderate
Mumbai,12-03-2023,429.9,307.9,157.6,42.9,15,30,7.88,92.5,47.5,5.39,21.19,3.86,55.5,Very Poor
Chennai,12-03-2023,213,403.4,63.3,30.7,221.2,38.7,0.11,81.1,185.6,3.55,2.78,3.25,97.7,Poor
Kolkata,12-03-2023,167.1,47.9,29.8,122.7,34.8,8.5,9.42,2.8,41.8,18.97,0.86,0.79,472.6,Poor
Bangalore,12-03-2023,223.5,582.3,47.5,98.1,21.9,16.5,6.4,13.2,131.3,12.24,12.17,2.55,149.2,Severe
Delhi,13-03-2023,89.7,25.2,74.4,102.3,35.2,2.2,6.48,51.7,64.8,19.79,11.01,5.66,368.7,Poor
Mumbai,13-03-2023,389.2,338.4,47.1,8.2,3.4,36.7,5.09,3.3,115,8.94,24.68,0.43,491,Very Poor
Chennai,13-03-2023,431.2,565.4,94.9,106.5,232.7,3.6,2.75,52.2,193.8,14.49,17.31,9.43,496.7,Satisfactory
Kolkata,13-03-2023,471.5,55.2,66.7,119.4,141.2,45,3.85,36.9,165.8,0.19,24.75,3.42,408.4,Moderate
Bangalore,13-03-2023,464.2,10.4,165.2,137.1,197.7,26.3,0.12,13.1,72.5,2.97,17.16,9.24,102.4,Satisfactory
Delhi,14-03-2023,145.2,7.5,186,136.3,203.8,47.1,3.35,77,133.3,7.75,29.34,6.74,223.9,Moderate
Mumbai,14-03-2023,317.5,129.2,12.3,70.5,33.1,1.8,5.69,34.8,182.7,9.04,10.6,1.34,433.7,Very Poor
Chennai,14-03-2023,369.7,374.5,103,43.1,8.8,31.6,4.27,55.5,156.1,2.49,7.19,1.64,249.1,Poor
Kolkata,14-03-2023,375,50.6,194.7,8.3,67.6,12.5,6.14,40.5,110.5,4.55,27.04,3.55,235.4,Poor
Bangalore,14-03-2023,397.3,465.1,61.3,143.7,174.3,9.3,1.48,83.7,41.1,2.53,25.98,7.84,208.2,Moderate
Delhi,15-03-2023,342.1,220.4,165,107.3,243.1,23.5,5.01,53.4,67.1,6.01,2.34,2.05,93.2,Severe
Mumbai,15-03-2023,25.4,499.9,145.1,11,86.9,13.5,9.47,80.5,71.3,12.2,7.4,3.9,237.7,Very Poor
Chennai,15-03-2023,375.9,451.7,42.3,139,134.6,34.8,8.02,10.3,25.1,15.41,19.47,9.23,341.6,Severe
Kolkata,15-03-2023,225.9,415.1,112.9,117.8,196,32,5.62,17.5,46.2,3.1,27.4,8.8,459.5,Good
Bangalore,15-03-2023,328.9,137,95.7,92.8,186.3,36.2,7.2,44.1,61.9,7.87,25.38,9.89,296.7,Satisfactory
Delhi,16-03-2023,207.2,229.4,73.2,33.7,224.1,17.2,7.88,13.5,67,4.67,22.3,0.06,416.2,Severe
Mumbai,16-03-2023,13.8,355.5,47.8,145.5,26.9,10,0.83,55.1,72.3,16.08,4.55,4.67,412.1,Good
Chennai,16-03-2023,333.8,129.9,176.4,122.5,176.4,9.3,0.26,16.4,91.8,2.57,15.57,4.78,69.8,Moderate
Kolkata,16-03-2023,379.6,165.7,24.1,147.1,77.3,46.6,9.82,8.1,179.1,3.6,22.48,7.8,348.8,Poor
Bangalore,16-03-2023,87.4,428.7,10.7,40.9,49.9,43.2,0.84,5.4,61.4,5.02,2.2,2.14,462.9,Satisfactory
Delhi,17-03-2023,178.1,283.1,73.7,106.8,112,21,4.66,54.8,22.5,12.43,23.29,4.1,8.2,Moderate
Mumbai,17-03-2023,111.4,528,184.2,81.7,55.6,2.3,8.22,86.3,148.4,16.2,29.92,0.73,486.3,Moderate
Chennai,17-03-2023,497,382.6,160.2,18.3,212.8,49.1,9.58,53,148.5,3.48,14.99,3.56,130.3,Poor
Kolkata,17-03-2023,78.8,279,179.3,134.5,199,5.6,1.36,24.8,40.5,19.06,3.04,9.09,422.5,Good
Bangalore,17-03-2023,499.6,50.4,182.4,100.3,76.6,33.7,9.53,54.6,199.8,5.53,25.3,9.93,464.9,Very Poor
Delhi,18-03-2023,393.3,284.5,168,135.2,0.4,46.8,1.66,70.9,39.8,6.01,15.59,1.96,25.4,Poor
Mumbai,18-03-2023,29.4,413,3.4,49.8,164.3,7.6,3.17,67.1,158.9,7.84,26.82,3.04,35,Good
Chennai,18-03-2023,338.8,65.3,144.3,29.9,145.6,23.8,2.94,75.9,115.6,10.52,0.49,4.95,364,Good
Kolkata,18-03-2023,343.4,538.6,31.8,8.6,210.1,40.2,8.15,13.8,50,5.99,29.36,5.37,26.8,Severe
Bangalore,18-03-2023,454,63,12.8,94.4,147.8,29.8,6.02,80.3,28.7,10.87,24.02,2.74,176.6,Satisfactory
Delhi,19-03-2023,377.2,344.7,121.4,147.4,91.7,26.9,9.5,25.6,192.6,4.11,11.42,3.44,83.9,Satisfactory
Mumbai,19-03-2023,334.4,242,18.3,23.6,51.9,15.9,7.47,68.5,110,6.05,26.23,6.83,469.7,Moderate
Chennai,19-03-2023,429.2,19.3,72,126.2,134.2,26.7,0.52,84.7,148.2,12.35,21.1,7.47,433.9,Severe
Kolkata,19-03-2023,441.4,38.3,80.1,124.2,141.6,9.5,3.22,40.1,156.2,5.63,14.52,4.91,47.5,Good
Bangalore,19-03-2023,186.5,351.3,89.1,92.7,86,35.3,1.66,45.5,130.9,11.74,18.67,5.19,19,Very Poor
Delhi,20-03-2023,470.7,559.4,6.5,13,198.5,38.1,9.83,20.2,112.9,11.6,13.84,7.85,48.7,Poor
Mumbai,20-03-2023,403.9,474.9,188.3,118.8,131.3,4.2,8.76,93.8,119.7,11.07,19.54,0.15,465.4,Poor
Chennai,20-03-2023,160.1,535.5,44.4,33.5,36.2,30.3,3.27,13.7,150.3,12.28,2.85,3.79,223.5,Very Poor
Kolkata,20-03-2023,327.1,293.4,22,37.5,63.7,15.4,8.45,98.5,116.1,5.96,25.52,9.12,124.5,Poor
Bangalore,20-03-2023,71,162,147.3,28.5,52.4,17.6,7.93,63.8,139.1,6.04,8.8,1.08,370.7,Moderate
Delhi,21-03-2023,272.7,363.4,146.6,48.6,135.7,37.2,8.73,88,147.5,15.12,22.06,0.18,87.5,Very Poor
Mumbai,21-03-2023,58.9,487.1,73.2,42.2,70.6,25.4,0.78,74.4,183.9,8.49,22.22,6.69,229.4,Good
Chennai,21-03-2023,189,219.6,143.1,124.5,245.8,13.9,9.57,75.7,12.4,15.95,5.86,7.95,429.3,Severe
Kolkata,21-03-2023,315,427.7,46.5,138.5,50,35.4,9.34,98.8,57.7,0.64,17.29,8.61,61.5,Satisfactory
Bangalore,21-03-2023,320.3,338.2,60.7,104.8,76.6,9.3,6.75,42.7,91.6,6.13,8.62,7.13,137.5,Good
Delhi,22-03-2023,143.8,462.9,149.1,20.3,202.8,23.7,5.97,71.1,1.8,5.41,8.45,4.85,47.8,Poor
Mumbai,22-03-2023,7.7,565.5,163.5,149.1,82.2,24.5,6.35,42.5,121.2,14.86,18.01,5.89,405.3,Good
Chennai,22-03-2023,186,139.9,189.2,33.9,21.8,0.1,0.81,61,132.6,4.45,6.02,5.36,46.6,Severe
Kolkata,22-03-2023,62.6,528.5,123.8,18.3,234,34.5,4.69,4.5,97.6,4.1,16.12,6.41,130.8,Poor
Bangalore,22-03-2023,95.8,214.1,44.5,133.8,222.6,13.6,4.1,32.3,182.3,6.74,27.89,4.08,342.5,Very Poor
Delhi,23-03-2023,164.2,29.3,104.7,89.1,165,45.8,3.2,87.1,149.4,0.01,0.86,8.01,350,Moderate
Mumbai,23-03-2023,218,254.1,1.7,104.1,61.5,17,3.69,21,78.2,0.05,11.32,4.91,33.6,Moderate
Chennai,23-03-2023,46.7,494.5,193.5,6.8,37.6,20.9,4.33,23,150.8,6.35,4.18,5.28,372.3,Poor
Kolkata,23-03-2023,336,333.7,109.8,44.5,181.9,29.3,8.72,81.4,88.6,5.76,4.42,0.46,369.4,Severe
Bangalore,23-03-2023,387.4,398,75.3,48.6,225.7,20.1,2.12,50.4,64.5,19.28,25.4,2.27,485.5,Poor
Delhi,24-03-2023,94.3,292.9,190.7,10.2,124.9,30.2,2.53,49.8,47.6,19.23,14.78,5.15,35.7,Poor
Mumbai,24-03-2023,301.8,589.2,97.5,133.3,34.7,13.7,6.82,20.4,0.6,0.15,13.43,7.52,54.5,Moderate
Chennai,24-03-2023,354.9,46.4,104.6,141.4,162.3,44.4,3.5,64.2,89,10.24,2.73,0.14,13.5,Satisfactory
Kolkata,24-03-2023,68.1,261.3,123.5,20,199.4,49.7,1.47,75.6,47.3,19.7,12.98,4.89,191.5,Severe
Bangalore,24-03-2023,439.4,156.4,8.9,23.7,87.7,28.2,9.94,33.4,107.7,17.56,14.13,0.32,168.2,Moderate
Delhi,25-03-2023,391.9,120,194.6,9.2,99.9,31,3.33,12.9,131.6,8.97,4.76,6.02,284.4,Very Poor
Mumbai,25-03-2023,308.9,388.7,108.9,133.8,208.5,22.6,1.04,27.3,40.1,10.89,17.96,5.96,469.6,Good
